Loan_amount,Income,Term
436500,4980,360
306500,3180,360
196500,9780,180
476500,7140,360
426500,4980,360
386500,4500,360
386500,6360,360
226500,5400,240
316500,6840,360
516500,7620,360
166500,3120,360
506500,10380,360
376500,3540,360
496500,6300,360
436500,5040,360
606500,25800,360
86500,2880,360
156500,1500,360
226500,5280,180
306500,5100,360
396500,12900,360
296500,7320,240
376500,8460,360
466500,6540,360
196500,3000,360
166500,4140,360
396500,4620,360
286500,9360,348
596500,34860,360
306500,4980,360
416500,3720,360
266500,4500,360
336500,8400,240
146500,1680,360
536500,13200,360
296500,5640,240
216500,4560,360
156500,4860,360
406500,10620,360
106500,3000,360
416500,4320,360
626500,15060,180
136500,2640,360
416500,8100,360
166500,0,360
396500,5160,360
126500,6540,240
486500,18000,360
476500,0,360
646500,14580,360
136500,5340,360
246500,7620,360
616500,9600,360
556500,13620,360
296500,0,360
316500,8700,360
656500,9060,360
566500,6360,360
156500,14280,360
236500,3960,360
126500,3120,360
436500,15060,360
166500,3240,180
396500,6660,360
476500,6780,324
236500,7920,180
286500,6240,324
186500,5160,204
226500,4740,360
256500,0,360
246500,12420,360
556500,6420,360
316500,6420,240
556500,7380,360
726500,9480,360
486500,13920,180
556500,8100,360
446500,11280,360
126500,1740,360
1006500,15840,360
526500,8340,360
246500,3360,348
226500,5400,324
216500,5160,360
236500,0,360
236500,6660,360
216500,7440,180
86500,3120,300
606500,9840,360
346500,6060,360
286500,3120,360
286500,3360,360
776500,0,360
256500,5400,360
716500,16080,360
106500,2400,180
286500,5700,360
506500,8340,360
436500,9660,360
226500,5640,360
296500,5700,360
246500,4800,360
556500,8820,360
346500,8220,360
246500,4200,360
196500,1920,360
226500,7500,360
116500,3120,360
106500,2340,360
396500,3660,360
706500,13860,360
166500,1980,360
156500,6180,360
546500,7380,360
166500,5160,360
176500,4500,360
196500,2520,360
526500,5940,360
126500,2880,300
256500,9240,360
356500,8880,360
456500,13680,360
256500,0,360
126500,3600,180
556500,6000,360
436500,5400,360
466500,5400,360
136500,3900,360
216500,4080,360
406500,7860,360
266500,5940,360
176500,0,360
516500,8340,360
246500,3120,360
186500,6120,360
196500,2400,240
286500,0,360
926500,15000,360
536500,8820,360
376500,7020,360
66500,6300,180
286500,4260,360
326500,10980,180
386500,6540,360
226500,5520,312
156500,2340,360
636500,19680,240
246500,3420,360
546500,8100,360
446500,8340,360
206500,0,360
196500,2520,360
236500,9960,300
236500,3900,360
456500,9840,360
476500,7920,180
406500,12120,360
376500,8220,360
136500,5640,360
416500,0,180
596500,7860,360
426500,6540,360
226500,4440,360
266500,3540,360
266500,0,360
426500,10860,180
466500,6720,360
206500,2820,360
526500,8040,240
396500,2880,360
236500,4980,360
286500,9660,180
496500,19500,360
266500,3780,240
466500,0,360
366500,8640,360
286500,10140,360
186500,4020,360
366500,7500,180
306500,0,360
186500,6960,360
486500,4080,360
276500,5400,360
146500,3780,360
316500,6720,360
216500,0,360
486500,10140,360
416500,8160,360
216500,4920,360
306500,3780,360
126500,4080,360
86500,2280,360
416500,6300,360
326500,3480,360
236500,2820,360
216500,6120,360
296500,4440,360
436500,9420,360
346500,0,360
156500,0,360
356500,7200,360
586500,9120,360
356500,6600,360
116500,1920,360
126500,3120,360
196500,9840,360
266500,8460,360
546500,15000,360
456500,5820,360
276500,8820,360
186500,3720,360
246500,5280,240
226500,5160,240
416500,5820,360
346500,10800,360
416500,3960,360
726500,12300,360
426500,7740,360
446500,0,360
196500,4020,360
476500,5220,360
236500,5400,360
356500,7320,360
296500,4200,360
196500,6660,360
536500,9720,360
476500,7680,360
256500,2460,360
176500,5700,360
236500,51120,360
186500,2760,360
386500,0,360
186500,3360,360
606500,6840,360
316500,7020,360
416500,15120,360
246500,6840,360
356500,3000,360
136500,10800,180
386500,7800,360
426500,5760,360
486500,10380,180
246500,4140,360
206500,0,360
156500,2040,360
726500,11640,360
326500,4620,324
236500,2700,360
356500,4680,360
246500,0,360
256500,16200,180
476500,11820,360
136500,1320,360
526500,9720,360
76500,4680,360
246500,4020,360
436500,10020,360
236500,4680,360
76500,1680,360
136500,2220,360
136500,2880,360
366500,4380,360
396500,7320,180
426500,8580,360
126500,2460,180
246500,5760,360
276500,4740,360
346500,7380,360
196500,9600,120
106500,4140,360
236500,5580,360
166500,4560,360
496500,6060,360
126500,2820,360
246500,3660,360
406500,9120,360
606500,11820,360
276500,3300,360
406500,5580,360
306500,7920,360
356500,4080,360
116500,4080,180
366500,10500,360
376500,4800,360
556500,9420,360
526500,0,360
276500,4200,360
316500,4320,360
216500,0,360
216500,5460,360
426500,10800,180
606500,11040,360
346500,4380,360
636500,8100,360
706500,13740,180
226500,2400,360
736500,0,360
226500,5460,360
216500,0,360
276500,3720,360
176500,0,360
156500,3360,360
456500,4320,360
176500,5760,360
246500,4560,360
546500,8700,360
396500,5280,360
256500,5040,360
396500,5940,360
366500,6240,360
306500,4080,360
486500,4560,360
236500,7200,240
356500,8100,360
186500,1740,360
106500,3180,180
156500,5220,360
356500,7680,240
566500,8520,360
296500,6240,312
446500,6540,360
226500,6060,144
406500,3420,360
286500,3900,360
236500,0,360
256500,5700,360
576500,7920,360
566500,6240,360
346500,16800,360
456500,6360,360
516500,5940,360
276500,6300,360
196500,5760,180
326500,8100,360
396500,6300,360
436500,10560,180
436500,8520,180
366500,4980,360
276500,9660,180
446500,5400,300
166500,3540,348
506500,0,360
86500,2220,360
446500,8700,360
266500,6120,360
326500,7860,360
686500,21420,360
216500,0,360
206500,4260,360
316500,3600,360
406500,8940,360
206500,0,360
926500,15060,360
256500,3360,360
446500,11280,360
596500,6240,360
76500,4200,360
296500,4620,360
306500,4740,360
286500,7500,360
476500,0,360
206500,3600,360
456500,28560,180
226500,3840,360
286500,2940,360
226500,5820,360
716500,14820,360
136500,4440,360
706500,10680,360
416500,5280,360
386500,4440,360
366500,3840,360
486500,14220,360
696500,13260,360
366500,4980,360
356500,7560,360
156500,2040,360
326500,5820,360
156500,2880,180
366500,6180,360
376500,0,360
736500,7800,360
446500,8520,360
906500,0,360
346500,16200,360
216500,3360,360
176500,2460,360
676500,7860,360
136500,3060,360
346500,5100,360
236500,3780,360
496500,8520,360
416500,5520,360
286500,0,360
226500,6780,360
916500,20940,360
136500,0,360
406500,23940,360
606500,11340,360
396500,20580,360
366500,6660,360
246500,7020,360
106500,2700,180
236500,3420,360
536500,4860,360
216500,13800,180
236500,4380,360
296500,0,360
166500,2880,324
276500,4800,360
326500,3540,360
606500,28020,180
356500,5100,360
466500,8520,360
276500,0,360
76500,900,360
266500,3780,360
316500,12240,156
196500,5220,360
376500,4620,360
526500,7380,360
476500,8280,360
126500,5880,360
486500,14580,360
356500,15780,360
206500,6600,180
156500,3720,360
56500,2880,360
296500,5700,360
146500,3180,360
286500,6000,360
646500,11400,360
176500,1560,360
536500,10320,360
476500,18360,360
396500,5940,360
206500,3240,360
246500,5880,360
356500,5700,360
396500,5520,360
126500,3900,360
396500,4020,360
376500,8820,360
376500,4800,360
566500,0,360
356500,0,360
516500,0,360
506500,5820,360
256500,8160,240
376500,10140,360
246500,3120,360
206500,3660,360
336500,11040,360
386500,4620,360
546500,11820,360
196500,7260,180
296500,4620,240
156500,14700,180
536500,8760,360
486500,6240,360
116500,2760,240
416500,16500,360
276500,5880,360
436500,4080,360
286500,8520,360
136500,5400,360
126500,2100,360
286500,3720,360
306500,5520,216
286500,0,360
306500,6180,240
406500,10620,360
616500,0,360
106500,3180,360
146500,2940,360
166500,2220,360
586500,7740,360
456500,30900,360
366500,10380,360
96500,3000,360
556500,0,360
176500,16080,360
506500,8820,360
236500,0,360
66500,3840,360
606500,17700,360
496500,6300,360
626500,15960,360
86500,1560,360
406500,11460,204
626500,11400,360
126500,3240,360
116500,3720,360
706500,8520,360
676500,10440,360
266500,3720,240
436500,7620,360
106500,1800,360
236500,3120,360
556500,8400,360
526500,9900,360
216500,4980,360
226500,0,360
66500,1200,360
566500,8760,360
646500,13380,360
286500,4320,360
326500,13200,360
316500,5400,360
156500,8520,360
606500,0,360
206500,6120,360
406500,5160,360
446500,5760,360
166500,7260,360
576500,6360,360
236500,4560,324
346500,4920,360
156500,2580,360
266500,7560,360
336500,13200,300
196500,3720,360
346500,3660,360
226500,5520,360
556500,10200,360
456500,6240,360
226500,6360,360
336500,4860,360
366500,39000,360
286500,3300,360
336500,5580,360
556500,55380,360
156500,2040,360
236500,5160,360
266500,7500,360
466500,6660,360
156500,7080,360
296500,15000,360
686500,12900,360
406500,11880,360
356500,8160,360
716500,11040,360
206500,2880,360
286500,8340,180
426500,4140,360
276500,5520,360
306500,8940,360
496500,8580,360
486500,7680,360
386500,9840,360
276500,0,360
216500,8400,132
406500,4620,360
86500,1140,360
486500,4980,360
226500,5400,360
266500,3540,360
376500,3540,360
386500,5280,360
506500,11880,180
176500,6300,360
346500,5520,360
86500,3540,360
556500,7320,360
126500,3480,180
726500,6780,360
76500,1800,360
236500,5700,360
186500,3600,360
726500,19260,360
146500,2160,360
226500,3660,360
236500,5220,360
726500,25320,360
196500,6300,360
246500,3840,360
756500,9360,360
396500,5880,360
116500,4020,180
186500,3960,360
256500,4620,180
376500,6420,360
176500,2160,360
396500,8340,360
476500,5400,360
106500,2160,180
506500,5820,360
306500,3540,360
286500,4380,360
876500,14520,360
166500,6900,180
206500,4980,360
666500,13860,360
476500,7320,360
616500,9960,360
166500,8160,360
396500,5580,360
226500,5400,360
436500,4800,360
136500,9900,360
176500,2820,360
156500,2880,360
506500,8820,360
346500,5160,360
566500,20940,360
126500,1440,360
506500,8280,360
256500,4500,360
396500,9000,180
196500,4020,360
346500,5700,360
206500,2460,360
176500,3900,180
286500,5880,360
146500,4500,180
146500,6180,180
126500,3420,240
516500,7860,360
316500,6840,360
216500,7440,360
616500,8460,360
486500,7440,360
96500,1200,360
596500,6960,360
556500,9360,360
166500,4560,360
386500,5160,360
326500,0,360
256500,0,360
286500,4620,180
236500,13800,180
696500,23400,360
426500,0,360
146500,3960,360
196500,1620,360
206500,4140,324
176500,2340,324
216500,4860,360
396500,0,360
116500,2340,180
216500,0,360
486500,5400,360
596500,15660,360
546500,13020,360
116500,2160,360
246500,24300,360
566500,10620,240
576500,6600,360
746500,9420,360
126500,2460,360
276500,6780,360
476500,7800,360
116500,2220,360
436500,6240,324
336500,6540,360
786500,15420,180
536500,8160,360
356500,7500,360
256500,5820,360
196500,2520,360
166500,6060,156
656500,14220,360
396500,7680,360
226500,8400,180
426500,9960,360
406500,5460,360
176500,3300,180
416500,0,360
486500,0,360
306500,5040,360
196500,5340,180
256500,3900,240
376500,12120,348
186500,4680,360
226500,5220,360
216500,4320,360
486500,0,360
436500,6720,360
406500,6540,360
146500,10080,180
126500,1560,360
276500,8460,360
246500,3600,360
286500,5760,360
326500,5640,360
326500,5280,360
376500,9000,360
246500,5700,360
166500,2220,360
266500,0,360
416500,3840,360
266500,7860,360
346500,18660,180
176500,4380,360
726500,12300,360
176500,4620,360
446500,7680,360
446500,8100,180
236500,0,360
256500,9120,180
346500,4200,360
196500,3240,360
486500,14460,360
456500,12780,360
346500,8520,360
306500,3480,360
336500,4980,360
306500,4560,360
596500,7560,360
326500,3900,360
226500,2700,360
236500,5100,360
606500,15420,360
136500,1680,360
486500,19200,360
526500,6060,360
126500,7500,240
396500,0,360
176500,5160,360
196500,3720,360
296500,0,360
246500,4800,360
196500,2820,360
316500,13260,360
146500,2880,240
136500,2520,360
556500,9480,360
366500,10500,360
376500,3180,360
136500,6060,240
256500,7620,360
266500,2880,360
356500,6480,360
116500,3480,360
436500,26580,360
396500,5220,180
206500,1980,360
306500,6780,360
126500,2280,240
556500,0,360
436500,4260,360
316500,6720,360
406500,6000,360
456500,7020,360
536500,7500,360
546500,8580,360
406500,5400,360
436500,13620,360
96500,6180,360
456500,4140,360
216500,0,180
416500,0,360
376500,5880,360
206500,4860,360
286500,9720,180
576500,8820,360
136500,1320,360
266500,12060,360
686500,13320,360
156500,3960,360
286500,6780,180
506500,15360,360
636500,11640,360
146500,3900,360
346500,4800,360
136500,2940,120
246500,10140,360
676500,11940,360
406500,0,360
86500,1620,360
136500,4080,324
466500,6000,360
576500,10260,360
96500,1020,360
246500,2640,360
386500,7080,360
516500,5340,360
426500,13740,180
356500,3480,360
426500,12600,360
206500,3180,360
526500,10800,360
566500,7020,360
506500,13140,360
406500,5700,360
186500,5940,360
536500,9420,360
306500,3120,360
346500,0,360
336500,14520,360
246500,12660,360
116500,1440,360
206500,2340,360
446500,6060,360
296500,7020,360
436500,5580,360
486500,12120,360
266500,5640,360
206500,0,360
206500,3240,360
606500,8580,360
116500,1680,180
406500,0,360
506500,5100,360
486500,13200,180
166500,4860,240
706500,13620,360
176500,0,360
106500,2400,240
346500,4620,360
226500,2640,360
326500,3600,360
256500,18780,360
236500,4080,360
336500,4080,360
466500,7380,360
346500,6240,360
426500,8040,360
276500,4380,360
76500,1260,180
236500,5220,360
256500,0,360
336500,6540,360
356500,4200,360
586500,8340,360
186500,5640,360
286500,6360,360
566500,9360,360
226500,3600,360
106500,0,360
436500,9420,360
426500,14400,360
166500,6120,360
286500,13500,180
526500,20880,180
266500,9300,240
466500,13200,360
366500,5520,300
466500,10260,360
486500,7200,360
376500,6600,360
286500,5820,324
486500,6420,360
546500,6900,360
236500,3900,360
396500,9060,360
326500,10020,360
406500,5940,360
396500,0,360
456500,7620,360
176500,9060,180
476500,6540,360
326500,7080,360
66500,2040,360
406500,6720,360
166500,2760,360
456500,7860,360
456500,5340,360
256500,3120,360
176500,3600,360
406500,10620,360
376500,4920,360
386500,3660,360
476500,0,360
406500,5340,360
176500,3840,360
136500,7800,360
206500,8340,360
356500,12420,180
206500,3480,360
276500,9480,180
176500,5820,360
346500,16200,360
436500,11460,360
276500,5460,360
436500,0,360
396500,13800,360
146500,5220,360
216500,5220,360
386500,7140,324
116500,2700,360
306500,7080,360
486500,7740,360
376500,7020,360
266500,3840,324
106500,8160,360
196500,3840,360
596500,5880,360
336500,4440,360
316500,5760,360
166500,2760,360
476500,5700,360
396500,6780,240
486500,13140,360
376500,8700,360
356500,5220,360
116500,6000,360
486500,4920,360
276500,5580,360
256500,6180,360
436500,0,360
146500,2520,360
436500,10380,360
166500,2520,360
476500,7020,360
126500,2340,240
206500,2580,360
206500,0,360
526500,7140,360
626500,23400,240
526500,9480,360
256500,5040,360
416500,4920,360
416500,6600,360
246500,5400,360
366500,10560,180
286500,4440,312
486500,4680,360
136500,2940,180
366500,5100,360
416500,21600,360
86500,6540,360
716500,13980,360
216500,2760,360
246500,13020,180
116500,1380,360
486500,12780,360
206500,5220,360
206500,4980,360
146500,3180,360
146500,2880,360
426500,4920,360
216500,7500,180
436500,15600,96
296500,15060,360
306500,0,360
166500,3060,360
396500,4440,360
206500,11400,300
56500,7860,360
326500,5280,360
916500,15840,360
286500,3240,360
216500,4320,360
176500,5100,360
396500,7860,360
496500,10380,360
596500,10080,360
206500,3180,360
566500,6300,360
156500,3000,360
206500,3120,360
246500,4980,360
336500,0,360
276500,0,360
336500,6180,360
226500,5220,180
146500,2760,360
426500,10920,360
236500,6000,360
446500,5340,324
306500,11640,360
496500,4800,360
386500,0,360
416500,10080,360
186500,4920,360
296500,3900,360
56500,1440,360
256500,5700,360
236500,3660,360
886500,12000,360
236500,6300,360
136500,1860,360
496500,19620,360
306500,3480,360
326500,7080,360
486500,15540,300
396500,6600,360
276500,7080,240
286500,7860,360
606500,7740,360
526500,5880,360
366500,5160,360
506500,8460,360
286500,5280,360
316500,12060,360
176500,8160,120
566500,11580,360
256500,6300,360
266500,9780,240
396500,13560,180
486500,12840,240
246500,5700,360
96500,2160,360
676500,9180,360
476500,8460,348
246500,6480,240
346500,12360,180
106500,3840,360
126500,1620,360
126500,4860,360
546500,7380,360
386500,10680,180
726500,10500,360
246500,6660,240
276500,5100,360
266500,5580,360
146500,2760,360
386500,5640,360
196500,4920,324
526500,8520,360
436500,0,360
536500,6900,360
356500,5220,360
256500,7200,360
296500,7440,360
86500,2100,180
216500,4620,360
156500,4620,180
256500,4860,360
136500,2760,360
266500,5340,324
216500,3900,360
546500,7140,360
316500,3120,360
486500,6060,360
676500,10260,360
396500,6540,360
176500,16860,360
686500,7320,360
446500,11880,360
726500,10980,180
166500,3240,360
146500,3900,360
566500,10500,324
236500,3480,360
186500,2940,180
486500,11520,336
216500,13500,360
446500,14760,360
206500,0,360
256500,0,360
686500,9180,360
226500,0,360
716500,13080,360
236500,2940,360
196500,4020,360
66500,1200,360
326500,5040,360
96500,2100,360
536500,7440,360
466500,6360,360
346500,6780,360
476500,8400,360
446500,3960,360
486500,15600,360
416500,4320,360
246500,3360,360
576500,13260,360
226500,3120,360
526500,0,360
406500,7140,360
396500,5340,360
456500,6660,360
126500,2640,360
476500,7500,360
306500,4500,360
386500,6120,360
436500,24420,360
446500,6780,360
296500,7020,360
136500,6960,360
296500,5640,360
626500,7500,360
286500,9120,360
1206500,15000,360
316500,3540,360
256500,4620,360
206500,13680,120
586500,12600,360
336500,3840,360
236500,3540,360
56500,1440,360
206500,4440,360
226500,4680,360
256500,4020,360
506500,9060,360
76500,1800,240
76500,7260,144
506500,6480,360
556500,0,360
106500,3900,360
186500,8700,360
186500,5580,180
166500,2100,360
126500,4500,360
396500,5820,360
126500,6780,360
456500,4860,360
476500,12180,360
276500,6660,360
546500,12240,360
346500,6540,360
296500,8760,360
326500,3960,360
676500,8640,360
516500,0,360
156500,4080,360
86500,4080,180
276500,4080,360
286500,5280,360
516500,6000,360
586500,12000,180
186500,7500,360
266500,9720,180
266500,5520,360
586500,11040,360
286500,0,360
626500,9660,360
456500,0,360
226500,6900,360
236500,2820,240
726500,10020,360
336500,8100,360
446500,11100,360
606500,10920,360
396500,7080,180
116500,5160,360
446500,8220,360
486500,5160,360
166500,3180,360
566500,7980,360
136500,2280,360
326500,0,360
166500,2820,360
416500,9660,360
686500,11880,360
266500,7020,180
546500,8220,360
476500,6540,360
86500,3540,360
276500,5580,360
486500,8400,360
236500,6900,360
256500,30780,360
356500,15900,360
356500,7080,360
176500,5160,360
526500,12060,360
436500,6720,360
316500,5160,360
326500,4740,240
336500,5760,360
366500,6720,240
116500,3360,360
496500,7620,360
266500,3720,360
316500,4800,360
66500,3660,180
356500,4500,360
456500,5700,360
256500,11700,300
306500,5100,360
406500,7200,360
226500,4380,360
336500,6720,360
176500,5700,360
276500,0,360
646500,13800,180
206500,0,360
636500,9840,360
316500,5280,360
666500,9000,360
106500,1260,360
606500,6780,360
416500,12660,360
486500,5700,360
166500,2340,360
226500,7440,324
616500,9300,360
146500,2460,360
206500,3420,360
346500,9840,360
126500,2280,360
76500,3480,360
326500,6360,360
296500,4020,360
326500,5100,360
426500,4800,360
436500,8640,360
346500,5340,360
186500,6540,360
176500,5580,240
346500,5460,360
256500,5580,360
476500,8040,360
116500,3060,324
296500,6120,360
206500,3780,360
106500,1980,360
676500,12240,360
266500,3120,360
256500,10620,180
456500,10500,180
1016500,12240,360
136500,2280,324
356500,8280,360
276500,3660,360
226500,3480,360
126500,2040,360
536500,6480,360
436500,6420,360
276500,5340,360
546500,8160,360
126500,2880,360
146500,0,360
166500,3300,360
156500,3000,180
426500,6060,360
156500,2400,360
546500,9240,360
236500,5100,180
376500,11400,360
186500,6060,324
146500,2040,360
406500,8040,360
486500,22920,360
256500,3000,240
486500,5520,360
376500,6720,240
416500,6060,360
176500,3660,360
236500,5280,360
396500,17580,360
156500,7860,120
276500,4800,360
196500,2520,360
386500,14280,360
596500,14340,360
486500,0,360
326500,4080,360
186500,0,360
206500,3720,324
466500,7200,360
536500,6480,360
196500,3900,312
266500,4080,360
686500,19440,360
356500,3180,360
96500,1560,360
226500,3360,360
316500,13860,180
726500,13020,360
196500,4080,360
156500,2280,360
256500,3180,240
556500,6240,360
276500,0,360
646500,11580,360
456500,10200,300
96500,3420,360
156500,2220,360
276500,6240,324
336500,7020,360
576500,6540,360
446500,6540,360
506500,8820,360
216500,4560,348
456500,9360,336
156500,7380,360
376500,8880,180
276500,5160,360
426500,8700,240
146500,2880,180
126500,5700,360
426500,10020,360
126500,5820,360
696500,38400,360
786500,0,360
186500,2640,360
516500,6480,360
446500,5520,360
606500,9300,360
236500,0,360
586500,7440,360
106500,6180,360
476500,8700,264
326500,11340,360
466500,5880,360
406500,4440,360
206500,0,360
306500,5580,360
136500,1980,360
156500,4980,180
476500,6420,360
436500,0,360
296500,12180,360
476500,31380,360
286500,7800,360
146500,2940,360
326500,5520,360
616500,0,360
486500,10680,360
76500,1440,180
366500,9000,360
586500,11100,360
416500,5220,360
326500,3540,360
316500,0,300
606500,15780,360
266500,12300,180
206500,3060,360
266500,9480,180
216500,3300,360
146500,4620,360
76500,4440,180
196500,3540,240
396500,12900,240
456500,9840,180
496500,6900,360
136500,2160,360
616500,8820,360
206500,3000,360
186500,3720,360
226500,3480,360
486500,7440,360
386500,4860,360
116500,1980,360
156500,4800,360
326500,8880,360
226500,4980,240
296500,9300,360
116500,2340,360
136500,3900,180
206500,8640,360
406500,9540,240
116500,5820,96
586500,9600,360
436500,4860,360
226500,4680,360
126500,2700,360
426500,5400,360
136500,6720,180
156500,3300,180
486500,15180,360
436500,8640,360
96500,1740,360
376500,9660,360
206500,3060,324
706500,12300,360
106500,2520,360
226500,5580,360
566500,6840,360
396500,4920,360
256500,2640,360
216500,3300,360
676500,8160,360
216500,5700,360
316500,0,360
726500,11280,360
506500,16020,360
316500,5640,360
426500,10260,360
556500,5820,360
136500,2940,360
136500,2280,360
426500,10440,360
406500,7200,360
306500,7140,360
546500,11100,360
866500,11700,360
306500,0,360
176500,2280,360
156500,3060,360
486500,10140,300
166500,3780,360
206500,10860,360
526500,11880,360
186500,3480,360
216500,6840,360
376500,7020,360
556500,5520,360
456500,4200,360
326500,5460,360
216500,3840,360
226500,3180,360
286500,6240,360
666500,13200,360
496500,9900,360
336500,9120,360
486500,7140,360
176500,9300,360
286500,6360,360
266500,2940,360
176500,3900,240
166500,4140,360
396500,8040,360
696500,9180,360
326500,7500,360
176500,4620,360
186500,5640,108
146500,2640,180
666500,14820,360
256500,9120,360
326500,4980,360
186500,1980,360
716500,8400,360
546500,9180,360
116500,1980,360
306500,5400,360
496500,6900,360
296500,10140,180
576500,6000,360
616500,8400,360
156500,6360,360
146500,2940,360
606500,14220,360
106500,2700,360
326500,4680,360
616500,9600,360
266500,5880,360
396500,17220,180
556500,17220,360
96500,1260,360
56500,1020,360
606500,13500,360
126500,3840,360
436500,12480,180
196500,0,180
166500,0,360
556500,6000,360
286500,24960,180
176500,8940,360
146500,3180,360
546500,6660,360
266500,7500,240
616500,12300,360
76500,2460,240
586500,14880,360
106500,1500,360
606500,6480,360
496500,10380,360
206500,3780,360
1396500,20220,360
366500,13440,360
376500,4920,360
356500,8460,360
386500,5100,360
216500,3060,240
346500,7560,360
196500,3120,360
106500,2400,360
506500,7980,360
296500,8400,360
296500,12900,180
176500,4080,360
446500,15240,360
276500,3720,360
296500,3060,360
386500,6000,360
116500,2880,180
286500,14700,360
136500,5040,180
266500,6660,360
206500,1920,360
236500,7560,360
296500,8940,360
386500,5340,360
346500,8700,360
396500,10380,360
166500,3300,360
336500,4620,360
556500,5400,360
466500,8400,360
436500,7320,360
276500,4560,360
236500,4380,360
206500,7200,120
256500,6480,360
186500,3780,240
236500,3000,360
416500,6780,360
376500,5640,300
556500,9360,360
116500,2100,360
346500,8820,360
346500,19920,180
336500,6180,360
316500,8160,180
536500,8100,360
546500,5100,360
526500,0,360
236500,3660,360
326500,8940,360
386500,0,360
206500,5700,240
106500,1560,360
136500,9240,360
576500,8580,360
136500,3480,360
436500,9480,360
456500,6360,360
256500,2460,360
436500,10020,360
456500,6420,360
566500,15780,360
516500,17220,360
226500,3840,360
156500,4020,360
96500,1380,360
476500,10320,360
336500,5520,360
406500,6840,348
336500,3060,360
416500,7320,240
356500,3300,360
246500,2640,360
206500,4980,360
126500,4620,180
326500,6360,360
186500,3540,324
606500,18060,360
286500,0,360
416500,4860,360
436500,23520,360
346500,0,360
216500,4080,360
556500,12600,360
336500,5580,360
106500,4500,360
456500,9120,360
136500,3240,180
636500,9300,360
586500,14340,360
106500,2520,360
216500,4740,360
706500,0,360
156500,2700,360
706500,15600,360
176500,6240,240
296500,2940,360
196500,4860,360
116500,17520,360
726500,7200,360
266500,0,360
516500,6780,360
516500,15420,240
76500,1320,360
356500,7920,324
386500,5220,360
186500,4500,360
406500,5340,360
326500,0,360
476500,7980,360
316500,8760,360
466500,20580,360
156500,3600,360
516500,9000,360
496500,8760,360
726500,11820,360
506500,10560,360
616500,10500,360
196500,4620,360
356500,6840,360
306500,5340,300
226500,4560,240
466500,5700,360
146500,3600,360
406500,10620,180
286500,4860,240
446500,5820,360
486500,10560,360
196500,2100,360
546500,0,360
376500,0,360
566500,0,360
626500,4560,360
406500,10380,360
126500,1440,360
396500,4140,360
316500,6900,240
216500,2640,360
86500,3960,360
326500,4920,360
196500,3000,360
226500,3540,360
156500,8040,120
556500,7980,360
326500,7140,360
286500,2760,360
526500,10560,360
396500,4560,360
166500,3600,360
136500,3720,360
76500,2760,360
226500,3120,360
656500,6360,360
116500,7500,180
76500,1860,360
176500,0,360
106500,4500,312
666500,8100,360
286500,3240,360
386500,6540,360
596500,13020,360
216500,2100,360
376500,6600,360
586500,12000,360
626500,14760,360
566500,14640,360
346500,6240,360
676500,14820,360
536500,10500,360
476500,6600,360
566500,8760,360
296500,7440,360
206500,8400,360
356500,0,360
296500,35880,180
336500,4380,360
596500,5940,360
206500,0,360
496500,8940,360
396500,32220,180
96500,3000,360
1266500,15420,360
316500,5040,360
166500,3960,180
376500,5640,360
106500,7800,180
316500,5160,360
76500,2460,360
416500,7800,360
246500,3420,360
376500,8940,360
406500,16980,360
476500,5220,360
656500,10620,360
296500,5880,360
336500,5580,360
296500,6300,360
306500,10740,360
396500,9180,180
366500,8940,360
276500,4440,360
86500,2220,360
426500,5520,360
246500,3720,360
386500,4860,360
336500,0,360
586500,6420,360
346500,8400,240
116500,1560,360
266500,4380,300
436500,11640,360
216500,3240,360
456500,8820,360
446500,11760,360
406500,7320,360
136500,2460,360
486500,4320,360
416500,4800,360
116500,2760,360
266500,10560,180
206500,0,360
186500,4020,324
286500,3720,360
276500,10800,360
306500,7080,360
236500,4980,180
186500,5400,300
136500,2280,360
346500,4320,360
266500,6540,360
126500,3840,360
386500,8880,324
176500,6780,360
476500,9720,360
126500,6540,180
246500,3180,360
486500,6480,360
206500,7560,360
486500,17400,180
636500,0,360
386500,7200,360
566500,12300,360
116500,0,360
126500,9420,360
316500,5460,360
286500,6000,360
496500,11100,324
386500,12420,360
76500,5820,180
176500,2400,360
306500,9780,240
186500,3240,240
386500,5040,360
246500,5640,360
716500,0,360
606500,8700,360
396500,7380,360
226500,2280,360
156500,2460,240
296500,2820,360
186500,5760,180
136500,2940,360
486500,7260,360
196500,4200,360
196500,4140,360
266500,2880,360
106500,3600,360
356500,8100,360
286500,3240,360
726500,12600,360
486500,6600,360
216500,1680,360
546500,31440,360
376500,6600,240
206500,0,360
246500,4260,360
236500,4140,360
686500,10740,360
366500,3840,360
286500,5400,360
406500,10080,360
456500,13740,360
156500,4500,180
476500,13200,360
586500,0,360
1606500,17700,360
226500,2760,360
356500,10740,180
476500,17760,360
376500,5460,360
376500,5160,300
86500,4380,360
156500,0,360
66500,2220,180
576500,5520,360
236500,0,360
526500,6900,360
606500,25200,360
166500,2940,360
426500,5640,360
86500,5280,96
306500,3360,360
546500,9000,360
276500,0,360
136500,2220,360
226500,5640,360
376500,18180,360
176500,1740,360
326500,4080,360
296500,31980,360
336500,5400,360
216500,8460,360
556500,8160,360
766500,11100,360
146500,9600,180
466500,7320,360
106500,9120,360
136500,3480,180
266500,3120,360
